Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200
2024-12-12 00:00:00+05:30,1321.550048828125,1338.75,1321.550048828125,1329.25,9076896,0.0,0.0,1277.548994140625,1183.3255523681642
2024-12-13 00:00:00+05:30,1325.3499755859375,1347.1500244140625,1313.5,1344.9000244140625,13536684,0.0,0.0,1278.958994140625,1184.8510595703126
2024-12-16 00:00:00+05:30,1344.9000244140625,1350.449951171875,1340.050048828125,1346.0999755859375,9071006,0.0,0.0,1280.753994140625,1186.366703491211
2024-12-17 00:00:00+05:30,1342.0,1348.0999755859375,1326.050048828125,1333.75,9879257,0.0,0.0,1282.633994140625,1187.767305908203
2024-12-18 00:00:00+05:30,1325.25,1334.949951171875,1307.449951171875,1314.1500244140625,8510595,0.0,0.0,1284.238994140625,1189.0768487548828
2024-12-19 00:00:00+05:30,1286.0,1303.0,1284.449951171875,1286.9000244140625,11517304,0.0,0.0,1285.2449951171875,1190.285338745117
2024-12-20 00:00:00+05:30,1283.949951171875,1297.75,1272.4000244140625,1288.4000244140625,58491181,0.0,0.0,1286.1299951171875,1191.4715850830078
2024-12-23 00:00:00+05:30,1294.6500244140625,1307.0,1287.050048828125,1296.800048828125,6827512,0.0,0.0,1287.19599609375,1192.769234008789
2024-12-24 00:00:00+05:30,1296.800048828125,1304.5,1290.25,1297.25,7138516,0.0,0.0,1288.68099609375,1194.0393884277344
2024-12-26 00:00:00+05:30,1307.0,1312.75,1289.199951171875,1297.3499755859375,7338444,0.0,0.0,1289.9929956054686,1195.1380236816406
2024-12-27 00:00:00+05:30,1298.550048828125,1315.949951171875,1298.550048828125,1307.550048828125,4756066,0.0,0.0,1291.0339965820312,1196.2606420898437
2024-12-30 00:00:00+05:30,1304.949951171875,1326.5,1289.449951171875,1294.6500244140625,14207425,0.0,0.0,1292.0639965820312,1197.3400762939452
2024-12-31 00:00:00+05:30,1286.9000244140625,1289.949951171875,1280.0999755859375,1281.6500244140625,8449607,0.0,0.0,1293.0719970703126,1198.309647216797
2025-01-01 00:00:00+05:30,1281.6500244140625,1293.0,1267.0999755859375,1283.6500244140625,4705399,0.0,0.0,1293.4549975585937,1199.3345776367187
2025-01-02 00:00:00+05:30,1285.0999755859375,1293.4000244140625,1278.4000244140625,1290.5999755859375,7433222,0.0,0.0,1294.08599609375,1200.440112915039
2025-01-03 00:00:00+05:30,1286.199951171875,1288.0,1262.25,1265.050048828125,11194997,0.0,0.0,1294.0369970703125,1201.4270697021484
2025-01-06 00:00:00+05:30,1268.050048828125,1277.75,1257.0,1264.0999755859375,7504047,0.0,0.0,1294.2869970703125,1202.3740789794922
2025-01-07 00:00:00+05:30,1266.5,1288.949951171875,1266.5,1279.25,7539758,0.0,0.0,1294.8169970703125,1203.3985736083985
2025-01-08 00:00:00+05:30,1280.550048828125,1285.0,1252.3499755859375,1263.75,7566309,0.0,0.0,1294.982998046875,1204.3616796875
2025-01-09 00:00:00+05:30,1258.0,1264.75,1248.0999755859375,1262.4000244140625,8684920,0.0,0.0,1294.3739990234376,1205.3138220214844
2025-01-10 00:00:00+05:30,1259.0,1264.949951171875,1243.0999755859375,1249.8499755859375,7854524,0.0,0.0,1292.7339990234375,1206.1895812988282
2025-01-13 00:00:00+05:30,1234.9000244140625,1243.949951171875,1224.9000244140625,1229.75,9669336,0.0,0.0,1291.0859985351562,1206.9621142578126
2025-01-14 00:00:00+05:30,1233.3499755859375,1244.8499755859375,1227.449951171875,1240.300048828125,10342698,0.0,0.0,1290.0469995117187,1207.8007818603517
2025-01-15 00:00:00+05:30,1234.0,1244.4000244140625,1230.0,1238.25,5355382,0.0,0.0,1288.9759985351564,1208.5870617675782
2025-01-16 00:00:00+05:30,1245.0999755859375,1255.5,1239.6500244140625,1249.0999755859375,11895924,0.0,0.0,1288.4139990234376,1209.4603106689453
2025-01-17 00:00:00+05:30,1243.3499755859375,1249.0,1218.0,1225.449951171875,9790533,0.0,0.0,1286.9889990234376,1210.2150610351562
2025-01-20 00:00:00+05:30,1223.9000244140625,1241.75,1215.25,1232.949951171875,7676418,0.0,0.0,1285.6009985351564,1210.9599688720702
2025-01-21 00:00:00+05:30,1236.949951171875,1238.949951171875,1192.699951171875,1196.1500244140625,20520898,0.0,0.0,1283.95,1211.4893981933594
2025-01-22 00:00:00+05:30,1201.0,1207.5,1191.800048828125,1200.449951171875,10377123,0.0,0.0,1282.7819995117188,1212.1317901611328
2025-01-23 00:00:00+05:30,1197.25,1207.9000244140625,1186.0,1201.75,8770650,0.0,0.0,1281.4309985351563,1212.8005114746093
2025-01-24 00:00:00+05:30,1203.0999755859375,1218.0,1202.0,1209.199951171875,9216792,0.0,0.0,1280.202998046875,1213.4983032226562
2025-01-27 00:00:00+05:30,1195.0,1234.6500244140625,1193.0999755859375,1227.949951171875,16164687,0.0,0.0,1279.687998046875,1214.2672888183595
2025-01-28 00:00:00+05:30,1247.3499755859375,1264.0,1236.0,1246.9000244140625,18066499,0.0,0.0,1279.4869995117188,1215.1124346923827
2025-01-29 00:00:00+05:30,1252.0,1255.800048828125,1243.050048828125,1251.6500244140625,7666777,0.0,0.0,1279.4510009765625,1215.8826794433594
2025-01-30 00:00:00+05:30,1250.0,1259.8499755859375,1239.5,1255.5999755859375,11921041,0.0,0.0,1279.5810009765626,1216.6610247802735
2025-01-31 00:00:00+05:30,1254.5,1256.0,1239.0999755859375,1252.800048828125,10195417,0.0,0.0,1279.6260009765624,1217.4501568603516
2025-02-01 00:00:00+05:30,1251.1500244140625,1261.3499755859375,1233.800048828125,1255.550048828125,3011914,0.0,0.0,1279.1760009765626,1218.382177734375
2025-02-03 00:00:00+05:30,1246.8499755859375,1260.0,1237.800048828125,1253.0,6176831,0.0,0.0,1278.217001953125,1219.3574658203124
2025-02-04 00:00:00+05:30,1262.800048828125,1280.5,1260.0,1268.199951171875,14839077,0.0,0.0,1277.482001953125,1220.4662591552735
2025-02-05 00:00:00+05:30,1270.199951171875,1277.75,1265.1500244140625,1267.699951171875,6840709,0.0,0.0,1276.822001953125,1221.5140557861328
2025-02-06 00:00:00+05:30,1275.0,1279.0,1263.199951171875,1272.4000244140625,8396554,0.0,0.0,1276.5430029296874,1222.4891802978516
2025-02-07 00:00:00+05:30,1272.0,1275.0,1249.550048828125,1256.9000244140625,7382039,0.0,0.0,1275.67900390625,1223.3689587402343
2025-02-10 00:00:00+05:30,1257.199951171875,1265.0,1249.3499755859375,1262.5999755859375,5740361,0.0,0.0,1274.8380029296875,1224.2450140380859
2025-02-11 00:00:00+05:30,1255.8499755859375,1261.8499755859375,1248.4000244140625,1252.75,6586627,0.0,0.0,1273.7250024414063,1224.9875451660157
2025-02-12 00:00:00+05:30,1257.199951171875,1269.75,1244.6500244140625,1251.800048828125,8809352,0.0,0.0,1272.4400024414062,1225.7543267822266
2025-02-13 00:00:00+05:30,1252.550048828125,1266.0,1245.9000244140625,1248.9000244140625,7263785,0.0,0.0,1270.6880029296874,1226.247587890625
2025-02-14 00:00:00+05:30,1252.0999755859375,1263.5,1244.449951171875,1260.0999755859375,10368438,0.0,0.0,1269.3150024414062,1226.8451831054688
2025-02-17 00:00:00+05:30,1251.1500244140625,1258.1500244140625,1233.25,1251.1500244140625,8386151,0.0,0.0,1267.892001953125,1227.4523114013673
2025-02-18 00:00:00+05:30,1252.9000244140625,1257.5999755859375,1237.050048828125,1243.050048828125,8135042,0.0,0.0,1266.14400390625,1228.006050415039
2025-02-19 00:00:00+05:30,1234.8499755859375,1264.449951171875,1230.25,1261.6500244140625,10683412,0.0,0.0,1264.8270043945313,1228.6317205810547
2025-02-20 00:00:00+05:30,1255.3499755859375,1264.0,1246.75,1249.949951171875,8398849,0.0,0.0,1263.2410034179688,1229.2702758789062
2025-02-21 00:00:00+05:30,1241.0999755859375,1244.699951171875,1224.550048828125,1232.949951171875,7786428,0.0,0.0,1261.002001953125,1229.8679516601562
2025-02-24 00:00:00+05:30,1226.699951171875,1231.9000244140625,1210.25,1218.3499755859375,11522480,0.0,0.0,1258.447001953125,1230.4288159179687
2025-02-25 00:00:00+05:30,1226.5999755859375,1231.6500244140625,1221.0,1224.1500244140625,11059417,0.0,0.0,1256.2550024414063,1231.011987915039
2025-02-27 00:00:00+05:30,1225.1500244140625,1234.8499755859375,1218.449951171875,1222.449951171875,12008162,0.0,0.0,1254.4210009765625,1231.5323767089844
2025-02-28 00:00:00+05:30,1216.0,1225.0,1200.0999755859375,1204.0999755859375,20215075,0.0,0.0,1252.765,1231.9979473876954
2025-03-03 00:00:00+05:30,1210.5,1217.0,1204.1500244140625,1206.199951171875,8158881,0.0,0.0,1251.1209985351563,1232.4551806640625
2025-03-04 00:00:00+05:30,1207.1500244140625,1216.6500244140625,1206.25,1210.4000244140625,9574490,0.0,0.0,1249.392998046875,1232.9002001953124
2025-03-05 00:00:00+05:30,1217.0,1225.949951171875,1211.300048828125,1215.699951171875,9052846,0.0,0.0,1247.7619970703124,1233.3744458007814
2025-03-06 00:00:00+05:30,1227.949951171875,1227.949951171875,1209.0,1218.050048828125,11949475,0.0,0.0,1246.1759985351562,1233.9077844238282
2025-03-07 00:00:00+05:30,1211.0999755859375,1217.8499755859375,1206.300048828125,1214.550048828125,6620284,0.0,0.0,1244.3159985351563,1234.4724530029298
2025-03-10 00:00:00+05:30,1208.0,1225.800048828125,1208.0,1214.8499755859375,7363437,0.0,0.0,1242.7199975585938,1234.9226196289062
2025-03-11 00:00:00+05:30,1217.199951171875,1248.0,1217.199951171875,1245.4000244140625,10927950,0.0,0.0,1241.9949975585937,1235.538178100586
2025-03-12 00:00:00+05:30,1246.949951171875,1251.949951171875,1235.300048828125,1243.949951171875,11548372,0.0,0.0,1241.20099609375,1236.1571435546875
2025-03-13 00:00:00+05:30,1251.050048828125,1255.5999755859375,1245.300048828125,1250.050048828125,8132940,0.0,0.0,1240.3899975585937,1236.8207385253907
2025-03-17 00:00:00+05:30,1257.050048828125,1273.949951171875,1254.75,1269.0,11164812,0.0,0.0,1240.4689965820312,1237.7027679443358
2025-03-18 00:00:00+05:30,1269.0,1269.0,1269.0,1269.0,0,0.0,0.0,1240.5669970703125,1238.526796875
2025-03-19 00:00:00+05:30,1305.5999755859375,1318.300048828125,1302.1500244140625,1313.0999755859375,11278014,0.0,0.0,1241.2439965820313,1239.5348889160157
2025-03-20 00:00:00+05:30,1320.0,1324.25,1311.050048828125,1321.699951171875,10886735,0.0,0.0,1242.4029956054687,1240.392893676758
2025-03-21 00:00:00+05:30,1316.0,1349.0,1311.5999755859375,1343.0999755859375,60494318,0.0,0.0,1244.0169946289063,1241.796869506836
2025-03-24 00:00:00+05:30,1355.949951171875,1373.0,1345.050048828125,1358.1500244140625,9352280,0.0,0.0,1246.1829956054687,1243.0916827392577
2025-03-25 00:00:00+05:30,1359.0,1363.800048828125,1330.050048828125,1343.699951171875,16419207,0.0,0.0,1248.4619946289063,1244.3055706787109
2025-03-26 00:00:00+05:30,1344.050048828125,1358.0,1331.5,1335.9000244140625,10859639,0.0,0.0,1250.373994140625,1245.4244415283204
2025-03-27 00:00:00+05:30,1333.1500244140625,1351.5,1333.1500244140625,1336.6500244140625,15109614,0.0,0.0,1252.3419946289061,1246.5366516113281
2025-03-28 00:00:00+05:30,1336.0,1357.949951171875,1327.199951171875,1348.3499755859375,8266544,0.0,0.0,1254.3269946289063,1247.735122680664
2025-04-01 00:00:00+05:30,1340.0,1352.3499755859375,1315.4000244140625,1318.449951171875,14288024,0.0,0.0,1256.1869946289062,1248.7774005126953
2025-04-02 00:00:00+05:30,1322.1500244140625,1337.949951171875,1322.1500244140625,1328.800048828125,2685342,0.0,0.0,1258.1039965820312,1249.931908569336
